time,Msun,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z,Pluto_x,Pluto_y,Pluto_z,Luna_x,Luna_y,Luna_z
1,25,-0.006214,-0.004629,0.0001872,-0.09971,-0.4442,-0.02716,0.3664,-0.6216,-0.02979,0.8471,0.4995,0.000154,0.3883,1.475,0.02151,1.56,4.807,-0.05484,9.398,-2.146,-0.3369,11.32,15.95,-0.08746,29.87,-0.8574,-0.6707,18.03,-30.08,-1.997,0.8461,0.5018,0.0003753
2,25,-0.006207,-0.004633,0.0001871,-0.0664,-0.3971,-0.02636,0.373,-0.5935,-0.02978,0.8286,0.5086,0.0001537,0.3741,1.475,0.02186,1.553,4.809,-0.05469,9.399,-2.141,-0.337,11.32,15.95,-0.08741,29.87,-0.8543,-0.6708,18.03,-30.08,-1.998,0.8271,0.5107,0.0003526
3,25,-0.0062,-0.004637,0.000187,-0.02608,-0.3021,-0.02229,0.3714,-0.5526,-0.02913,0.8036,0.5138,0.0001538,0.3591,1.472,0.02217,1.545,4.811,-0.05453,9.4,-2.136,-0.3371,11.32,15.95,-0.08736,29.87,-0.8511,-0.6709,18.04,-30.08,-1.999,0.8016,0.5154,0.0003179
4,25,-0.006194,-0.004642,0.0001869,0.01672,-0.1067,-0.01025,0.3603,-0.498,-0.02774,0.7718,0.5146,0.0001543,0.3434,1.466,0.02244,1.538,4.813,-0.05437,9.401,-2.13,-0.3372,11.31,15.95,-0.08731,29.87,-0.848,-0.6709,18.04,-30.07,-2,0.7695,0.5157,0.0002727
5,25,-0.006187,-0.004646,0.0001868,-0.1204,-0.2061,-0.005802,0.3374,-0.4276,-0.02545,0.7329,0.5108,0.0001552,0.3269,1.457,0.02266,1.53,4.814,-0.0542,9.401,-2.125,-0.3374,11.31,15.95,-0.08726,29.87,-0.8448,-0.671,18.04,-30.07,-2.001,0.7305,0.5112,0.0002197
6,25,-0.00618,-0.004651,0.0001867,-0.1454,-0.3371,-0.01422,0.2985,-0.3376,-0.02197,0.6865,0.5017,0.0001564,0.3097,1.445,0.02282,1.522,4.816,-0.05403,9.402,-2.119,-0.3375,11.31,15.96,-0.08721,29.87,-0.8416,-0.6711,18.05,-30.07,-2.002,0.6842,0.5014,0.0001622
7,25,-0.006173,-0.004655,0.0001866,-0.1463,-0.4125,-0.02029,0.2338,-0.2199,-0.01661,0.632,0.4866,0.000158,0.2917,1.43,0.02294,1.514,4.817,-0.05386,9.402,-2.113,-0.3376,11.3,15.96,-0.08716,29.87,-0.8385,-0.6711,18.05,-30.07,-2.003,0.6298,0.4856,0.0001046
8,25,-0.006166,-0.00466,0.0001865,-0.1338,-0.4495,-0.02446,0.1016,-0.04794,-0.006623,0.5685,0.4646,0.00016,0.2731,1.411,0.023,1.507,4.817,-0.05369,9.402,-2.108,-0.3377,11.3,15.96,-0.08711,29.87,-0.8353,-0.6712,18.05,-30.07,-2.004,0.5664,0.4629,5.125e-05
9,25,-0.00616,-0.004664,0.0001864,-0.1117,-0.453,-0.02677,0.01347,-0.2315,-0.004062,0.4944,0.4339,0.0001624,0.2538,1.389,0.02301,1.499,4.818,-0.05351,9.403,-2.102,-0.3378,11.3,15.96,-0.08706,29.87,-0.8322,-0.6713,18.05,-30.07,-2.005,0.4926,0.4316,5.528e-06
10,25,-0.006153,-0.004668,0.0001863,-0.08165,-0.4224,-0.02702,0.08802,-0.3806,-0.01041,0.4077,0.3921,0.0001653,0.2338,1.363,0.02295,1.49,4.818,-0.05333,9.403,-2.097,-0.3379,11.29,15.96,-0.08701,29.87,-0.829,-0.6713,18.06,-30.07,-2.005,0.406,0.3891,-3.031e-05
11,25,-0.006146,-0.004673,0.0001862,-0.04428,-0.3505,-0.02458,0.1506,-0.4775,-0.01535,0.3044,0.3343,0.000169,0.2131,1.333,0.02284,1.482,4.817,-0.05315,9.403,-2.091,-0.338,11.29,15.97,-0.08696,29.87,-0.8258,-0.6714,18.06,-30.07,-2.006,0.3027,0.3304,-5.297e-05
