time,Msun,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z,Pluto_x,Pluto_y,Pluto_z
33,1.21,-0.006424,-0.004485,0.0001903,-0.3034,0.02605,0.02992,-0.2198,-0.6765,0.003274,0.9863,-0.006613,0.0001848,0.7694,1.264,0.007736,1.785,4.717,-0.05951,9.368,-2.316,-0.3327,11.42,15.88,-0.08902,29.87,-0.9561,-0.6686,17.94,-30.11,-1.969
34,1.217,-0.006417,-0.00449,0.0001902,-0.308,-0.008417,0.02753,-0.1994,-0.6808,0.00204,0.9849,0.01071,0.0001838,0.7577,1.272,0.008193,1.778,4.72,-0.05936,9.369,-2.31,-0.3328,11.42,15.88,-0.08897,29.87,-0.9529,-0.6687,17.95,-30.1,-1.97
35,1.224,-0.00641,-0.004495,0.0001901,-0.3086,-0.04283,0.02478,-0.1789,-0.6843,0.000804,0.9831,0.02803,0.0001827,0.7459,1.28,0.008648,1.771,4.723,-0.05921,9.37,-2.305,-0.333,11.42,15.88,-0.08892,29.87,-0.9498,-0.6688,17.95,-30.1,-1.971
36,1.23,-0.006404,-0.004499,0.0001901,-0.3054,-0.07676,0.02171,-0.1581,-0.6872,-0.0004329,0.981,0.04533,0.0001817,0.734,1.287,0.009103,1.764,4.726,-0.05907,9.371,-2.3,-0.3331,11.41,15.89,-0.08887,29.87,-0.9466,-0.6688,17.95,-30.1,-1.972
37,1.237,-0.006397,-0.004504,0.00019,-0.2985,-0.1098,0.01838,-0.1372,-0.6893,-0.001669,0.9784,0.06262,0.0001806,0.722,1.295,0.009557,1.757,4.729,-0.05892,9.372,-2.294,-0.3332,11.41,15.89,-0.08882,29.87,-0.9435,-0.6689,17.96,-30.1,-1.973
38,1.243,-0.006391,-0.004509,0.0001899,-0.2881,-0.1415,0.01483,-0.1161,-0.6907,-0.002903,0.9755,0.07988,0.0001795,0.71,1.303,0.01001,1.749,4.732,-0.05877,9.373,-2.289,-0.3334,11.41,15.89,-0.08877,29.87,-0.9403,-0.669,17.96,-30.1,-1.974
39,1.25,-0.006384,-0.004513,0.0001898,-0.2743,-0.1717,0.0111,-0.09492,-0.6913,-0.004134,0.9723,0.09711,0.0001785,0.6978,1.31,0.01046,1.742,4.735,-0.05862,9.374,-2.283,-0.3335,11.4,15.89,-0.08872,29.87,-0.9372,-0.669,17.96,-30.1,-1.975
40,1.257,-0.006377,-0.004518,0.0001897,-0.2573,-0.1998,0.007245,-0.07363,-0.6912,-0.00536,0.9686,0.1143,0.0001774,0.6856,1.317,0.01091,1.735,4.738,-0.05847,9.375,-2.278,-0.3336,11.4,15.9,-0.08867,29.87,-0.934,-0.6691,17.96,-30.1,-1.975
41,1.263,-0.006371,-0.004523,0.0001896,-0.2374,-0.2257,0.003307,-0.05227,-0.6902,-0.006579,0.9645,0.1314,0.0001764,0.6733,1.324,0.01136,1.728,4.741,-0.05832,9.376,-2.272,-0.3338,11.4,15.9,-0.08862,29.87,-0.9309,-0.6692,17.97,-30.1,-1.976
42,1.27,-0.006364,-0.004527,0.0001895,-0.2149,-0.2491,-0.0006669,-0.03085,-0.6885,-0.007791,0.9601,0.1485,0.0001754,0.6609,1.331,0.01181,1.721,4.744,-0.05817,9.377,-2.267,-0.3339,11.39,15.9,-0.08857,29.87,-0.9277,-0.6692,17.97,-30.1,-1.977
43,1.276,-0.006357,-0.004532,0.0001894,-0.19,-0.2697,-0.004631,-0.009409,-0.686,-0.008994,0.9553,0.1655,0.0001743,0.6485,1.338,0.01226,1.713,4.746,-0.05802,9.378,-2.262,-0.334,11.39,15.9,-0.08852,29.87,-0.9245,-0.6693,17.97,-30.1,-1.978
44,1.283,-0.006351,-0.004537,0.0001893,-0.1631,-0.2873,-0.008541,0.01204,-0.6827,-0.01019,0.9501,0.1825,0.0001733,0.636,1.344,0.0127,1.706,4.749,-0.05787,9.379,-2.256,-0.3342,11.39,15.9,-0.08847,29.87,-0.9214,-0.6694,17.98,-30.1,-1.979
45,1.289,-0.006344,-0.004541,0.0001892,-0.1343,-0.3017,-0.01235,0.03346,-0.6785,-0.01136,0.9445,0.1994,0.0001723,0.6234,1.351,0.01314,1.699,4.752,-0.05772,9.38,-2.251,-0.3343,11.38,15.91,-0.08842,29.87,-0.9182,-0.6694,17.98,-30.09,-1.98
46,1.296,-0.006337,-0.004546,0.0001891,-0.1042,-0.3127,-0.01602,0.05484,-0.6735,-0.01253,0.9385,0.2162,0.0001713,0.6107,1.357,0.01359,1.692,4.755,-0.05757,9.38,-2.245,-0.3344,11.38,15.91,-0.08837,29.87,-0.9151,-0.6695,17.98,-30.09,-1.981
47,1.303,-0.006331,-0.004551,0.000189,-0.07291,-0.3203,-0.01951,0.07614,-0.6677,-0.01368,0.9321,0.2329,0.0001703,0.598,1.363,0.01403,1.685,4.758,-0.05742,9.381,-2.24,-0.3346,11.38,15.91,-0.08832,29.87,-0.9119,-0.6696,17.98,-30.09,-1.982
48,1.309,-0.006324,-0.004555,0.0001889,-0.04088,-0.3243,-0.02277,0.09733,-0.661,-0.01481,0.9253,0.2495,0.0001693,0.5852,1.369,0.01447,1.677,4.761,-0.05727,9.382,-2.235,-0.3347,11.38,15.91,-0.08827,29.87,-0.9088,-0.6696,17.99,-30.09,-1.983
49,1.316,-0.006317,-0.00456,0.0001888,-0.008454,-0.3246,-0.02577,0.1184,-0.6534,-0.01592,0.9181,0.266,0.0001683,0.5723,1.375,0.0149,1.67,4.763,-0.05712,9.383,-2.229,-0.3348,11.37,15.91,-0.08822,29.87,-0.9056,-0.6697,17.99,-30.09,-1.984
50,1.322,-0.00631,-0.004564,0.0001887,0.024,-0.3211,-0.02846,0.1393,-0.6449,-0.01701,0.9105,0.2823,0.0001673,0.5593,1.381,0.01534,1.663,4.766,-0.05697,9.384,-2.224,-0.335,11.37,15.92,-0.08817,29.87,-0.9024,-0.6698,17.99,-30.09,-1.984
51,1.329,-0.006304,-0.004569,0.0001886,0.05608,-0.3138,-0.0308,0.16,-0.6356,-0.01807,0.9025,0.2986,0.0001663,0.5463,1.386,0.01577,1.656,4.769,-0.05682,9.385,-2.218,-0.3351,11.37,15.92,-0.08812,29.87,-0.8993,-0.6698,17.99,-30.09,-1.985
52,1.335,-0.006297,-0.004573,0.0001885,0.08739,-0.3026,-0.03276,0.1804,-0.6254,-0.01911,0.8941,0.3147,0.0001654,0.5333,1.391,0.01621,1.648,4.772,-0.05667,9.386,-2.213,-0.3352,11.36,15.92,-0.08807,29.87,-0.8961,-0.6699,18,-30.09,-1.986
53,1.342,-0.00629,-0.004578,0.0001884,0.1175,-0.2877,-0.0343,0.2006,-0.6142,-0.02012,0.8852,0.3307,0.0001644,0.5201,1.396,0.01664,1.641,4.774,-0.05652,9.387,-2.207,-0.3354,11.36,15.92,-0.08802,29.87,-0.893,-0.67,18,-30.09,-1.987
54,1.349,-0.006284,-0.004583,0.0001883,0.146,-0.269,-0.03538,0.2204,-0.6022,-0.0211,0.876,0.3465,0.0001635,0.5069,1.401,0.01706,1.634,4.777,-0.05637,9.388,-2.202,-0.3355,11.36,15.92,-0.08797,29.87,-0.8898,-0.67,18,-30.09,-1.988
55,1.355,-0.006277,-0.004587,0.0001882,0.1723,-0.2466,-0.03598,0.24,-0.5893,-0.02205,0.8663,0.3621,0.0001625,0.4937,1.406,0.01749,1.627,4.78,-0.05622,9.389,-2.197,-0.3356,11.35,15.93,-0.08792,29.87,-0.8867,-0.6701,18.01,-30.09,-1.989
56,1.362,-0.00627,-0.004592,0.0001881,0.1961,-0.2208,-0.03605,0.2591,-0.5754,-0.02296,0.8563,0.3776,0.0001616,0.4803,1.411,0.01792,1.619,4.782,-0.05607,9.39,-2.191,-0.3358,11.35,15.93,-0.08787,29.87,-0.8835,-0.6702,18.01,-30.08,-1.99
57,1.368,-0.006263,-0.004596,0.000188,0.2168,-0.1917,-0.03557,0.2778,-0.5606,-0.02384,0.8458,0.3929,0.0001607,0.467,1.415,0.01834,1.612,4.785,-0.05591,9.391,-2.186,-0.3359,11.35,15.93,-0.08782,29.87,-0.8804,-0.6702,18.01,-30.08,-1.991
58,1.375,-0.006257,-0.004601,0.0001878,0.234,-0.1596,-0.03451,0.296,-0.5449,-0.02468,0.8349,0.408,0.0001598,0.4535,1.42,0.01876,1.605,4.788,-0.05576,9.392,-2.18,-0.336,11.34,15.93,-0.08777,29.87,-0.8772,-0.6703,18.01,-30.08,-1.992
59,1.381,-0.00625,-0.004605,0.0001877,0.247,-0.1248,-0.03286,0.3138,-0.5282,-0.02547,0.8236,0.4229,0.000159,0.44,1.424,0.01918,1.597,4.79,-0.05561,9.393,-2.175,-0.3362,11.34,15.94,-0.08772,29.87,-0.874,-0.6704,18.02,-30.08,-1.993
60,1.388,-0.006243,-0.00461,0.0001876,0.2554,-0.0879,-0.03062,0.3309,-0.5107,-0.02622,0.8119,0.4376,0.0001581,0.4265,1.428,0.01959,1.59,4.793,-0.05546,9.394,-2.169,-0.3363,11.34,15.94,-0.08768,29.87,-0.8709,-0.6704,18.02,-30.08,-1.993
61,1.395,-0.006236,-0.004614,0.0001875,0.2587,-0.04935,-0.02777,0.3474,-0.4922,-0.02692,0.7997,0.452,0.0001572,0.4129,1.432,0.02,1.583,4.796,-0.05531,9.395,-2.164,-0.3364,11.33,15.94,-0.08763,29.87,-0.8677,-0.6705,18.02,-30.08,-1.994
62,1.401,-0.006229,-0.004619,0.0001874,0.2564,-0.009876,-0.02433,0.3633,-0.4728,-0.02756,0.7872,0.4662,0.0001564,0.3992,1.435,0.02041,1.576,4.798,-0.05515,9.395,-2.159,-0.3365,11.33,15.94,-0.08758,29.87,-0.8646,-0.6706,18.03,-30.08,-1.995
63,1.408,-0.006223,-0.004623,0.0001873,0.2482,0.02971,-0.02035,0.3784,-0.4524,-0.02816,0.7742,0.4802,0.0001556,0.3855,1.439,0.02082,1.568,4.801,-0.055,9.396,-2.153,-0.3367,11.33,15.94,-0.08753,29.87,-0.8614,-0.6706,18.03,-30.08,-1.996
64,1.414,-0.006216,-0.004628,0.0001872,0.2338,0.06844,-0.01586,0.3928,-0.4312,-0.0287,0.7608,0.4939,0.0001548,0.3718,1.442,0.02123,1.561,4.803,-0.05485,9.397,-2.148,-0.3368,11.32,15.95,-0.08748,29.87,-0.8583,-0.6707,18.03,-30.08,-1.997
65,1.421,-0.006209,-0.004632,0.0001871,0.2131,0.1052,-0.01095,0.4063,-0.4091,-0.02917,0.7469,0.5073,0.000154,0.358,1.445,0.02163,1.554,4.806,-0.05469,9.398,-2.142,-0.3369,11.32,15.95,-0.08743,29.87,-0.8551,-0.6708,18.03,-30.08,-1.998
66,1.428,-0.006202,-0.004637,0.000187,0.1862,0.1389,-0.00573,0.419,-0.3861,-0.02958,0.7327,0.5204,0.0001532,0.3441,1.448,0.02203,1.546,4.808,-0.05454,9.399,-2.137,-0.3371,11.32,15.95,-0.08738,29.87,-0.8519,-0.6708,18.04,-30.08,-1.999
67,1.434,-0.006195,-0.004641,0.0001869,0.1534,0.1682,-0.000329,0.4306,-0.3622,-0.02993,0.718,0.5333,0.0001525,0.3302,1.45,0.02243,1.539,4.811,-0.05439,9.4,-2.131,-0.3372,11.31,15.95,-0.08733,29.87,-0.8488,-0.6709,18.04,-30.07,-2
68,1.441,-0.006189,-0.004645,0.0001868,0.1154,0.1918,0.005087,0.4413,-0.3375,-0.0302,0.7029,0.5458,0.0001518,0.3163,1.453,0.02282,1.532,4.813,-0.05423,9.401,-2.126,-0.3373,11.31,15.95,-0.08728,29.87,-0.8456,-0.671,18.04,-30.07,-2.001
69,1.447,-0.006182,-0.00465,0.0001867,0.07328,0.2087,0.01033,0.4508,-0.3119,-0.0304,0.6874,0.558,0.0001511,0.3023,1.455,0.02321,1.524,4.816,-0.05408,9.402,-2.121,-0.3375,11.31,15.96,-0.08723,29.87,-0.8425,-0.671,18.04,-30.07,-2.002
70,1.454,-0.006175,-0.004654,0.0001866,0.02826,0.2178,0.01521,0.4592,-0.2856,-0.03052,0.6715,0.5699,0.0001504,0.2883,1.457,0.0236,1.517,4.818,-0.05393,9.402,-2.115,-0.3376,11.3,15.96,-0.08718,29.87,-0.8393,-0.6711,18.05,-30.07,-2.002
71,1.46,-0.006168,-0.004659,0.0001865,-0.01803,0.2187,0.01952,0.4663,-0.2586,-0.03056,0.6552,0.5814,0.0001497,0.2743,1.459,0.02399,1.51,4.821,-0.05377,9.403,-2.11,-0.3377,11.3,15.96,-0.08713,29.87,-0.8362,-0.6712,18.05,-30.07,-2.003
72,1.467,-0.006161,-0.004663,0.0001864,-0.06387,0.211,0.0231,0.4721,-0.2308,-0.03052,0.6384,0.5926,0.0001491,0.2602,1.461,0.02437,1.502,4.823,-0.05362,9.404,-2.104,-0.3378,11.3,15.96,-0.08708,29.87,-0.833,-0.6712,18.05,-30.07,-2.004
73,1.474,-0.006154,-0.004667,0.0001863,-0.1075,0.195,0.0258,0.4765,-0.2024,-0.03038,0.6213,0.6033,0.0001485,0.246,1.463,0.02475,1.495,4.826,-0.05346,9.405,-2.099,-0.338,11.29,15.96,-0.08703,29.87,-0.8298,-0.6713,18.06,-30.07,-2.005
74,1.48,-0.006147,-0.004672,0.0001862,-0.1473,0.1715,0.02753,0.4795,-0.1733,-0.03015,0.6037,0.6137,0.0001479,0.2319,1.464,0.02513,1.488,4.828,-0.05331,9.406,-2.093,-0.3381,11.29,15.97,-0.08698,29.87,-0.8267,-0.6714,18.06,-30.07,-2.006
75,1.487,-0.006141,-0.004676,0.0001861,-0.1818,0.1414,0.02823,0.4808,-0.1437,-0.02982,0.5857,0.6236,0.0001473,0.2177,1.465,0.0255,1.48,4.83,-0.05315,9.407,-2.088,-0.3382,11.29,15.97,-0.08693,29.87,-0.8235,-0.6714,18.06,-30.07,-2.007
76,1.493,-0.006134,-0.00468,0.000186,-0.21,0.106,0.02793,0.4806,-0.1137,-0.02939,0.5673,0.6332,0.0001468,0.2035,1.466,0.02587,1.473,4.833,-0.053,9.408,-2.082,-0.3384,11.28,15.97,-0.08688,29.87,-0.8204,-0.6715,18.06,-30.07,-2.008
77,1.5,-0.006127,-0.004685,0.0001858,-0.2312,0.06678,0.02667,0.4786,-0.08326,-0.02886,0.5485,0.6422,0.0001462,0.1892,1.467,0.02623,1.465,4.835,-0.05284,9.408,-2.077,-0.3385,11.28,15.97,-0.08683,29.87,-0.8172,-0.6716,18.07,-30.07,-2.009
78,1.506,-0.00612,-0.004689,0.0001857,-0.2449,0.02519,0.02453,0.4747,-0.05253,-0.02822,0.5293,0.6508,0.0001458,0.1749,1.468,0.0266,1.458,4.837,-0.05269,9.409,-2.071,-0.3386,11.28,15.97,-0.08678,29.87,-0.8141,-0.6716,18.07,-30.06,-2.01
79,1.513,-0.006113,-0.004693,0.0001856,-0.2511,-0.01734,0.02163,0.469,-0.02161,-0.02746,0.5097,0.659,0.0001453,0.1606,1.468,0.02695,1.451,4.84,-0.05253,9.41,-2.066,-0.3387,11.27,15.98,-0.08673,29.87,-0.8109,-0.6717,18.07,-30.06,-2.011
80,1.52,-0.006106,-0.004698,0.0001855,-0.25,-0.05951,0.01808,0.4614,0.00937,-0.02659,0.4897,0.6666,0.0001449,0.1463,1.468,0.02731,1.443,4.842,-0.05238,9.411,-2.061,-0.3389,11.27,15.98,-0.08668,29.87,-0.8077,-0.6718,18.07,-30.06,-2.011
81,1.526,-0.006099,-0.004702,0.0001854,-0.2419,-0.1001,0.01401,0.4516,0.04029,-0.02561,0.4694,0.6737,0.0001445,0.132,1.468,0.02766,1.436,4.844,-0.05222,9.412,-2.055,-0.339,11.27,15.98,-0.08663,29.87,-0.8046,-0.6718,18.08,-30.06,-2.012
82,1.533,-0.006092,-0.004706,0.0001853,-0.2273,-0.1381,0.009575,0.4398,0.071,-0.0245,0.4486,0.6802,0.0001441,0.1176,1.468,0.02801,1.428,4.847,-0.05206,9.413,-2.05,-0.3391,11.27,15.98,-0.08658,29.87,-0.8014,-0.6719,18.08,-30.06,-2.013
83,1.539,-0.006085,-0.00471,0.0001852,-0.207,-0.1726,0.004888,0.4257,0.1013,-0.02328,0.4275,0.6862,0.0001438,0.1032,1.467,0.02835,1.421,4.849,-0.05191,9.413,-2.044,-0.3392,11.26,15.99,-0.08653,29.87,-0.7983,-0.672,18.08,-30.06,-2.014
84,1.546,-0.006078,-0.004715,0.0001851,-0.1815,-0.2029,8.043e-05,0.4095,0.1311,-0.02193,0.406,0.6917,0.0001435,0.08884,1.467,0.02869,1.414,4.851,-0.05175,9.414,-2.039,-0.3394,11.26,15.99,-0.08648,29.87,-0.7951,-0.672,18.09,-30.06,-2.015
85,1.552,-0.006071,-0.004719,0.000185,-0.1517,-0.2283,-0.004725,0.391,0.1602,-0.02046,0.3842,0.6965,0.0001432,0.07443,1.466,0.02903,1.406,4.853,-0.05159,9.415,-2.033,-0.3395,11.26,15.99,-0.08643,29.87,-0.792,-0.6721,18.09,-30.06,-2.016
