time,Msun,Sun_x,Sun_y,Sun_z,Mercury_x,Mercury_y,Mercury_z,Venus_x,Venus_y,Venus_z,Earth_x,Earth_y,Earth_z,Mars_x,Mars_y,Mars_z,Jupiter_x,Jupiter_y,Jupiter_z,Saturn_x,Saturn_y,Saturn_z,Uranus_x,Uranus_y,Uranus_z,Neptune_x,Neptune_y,Neptune_z,Pluto_x,Pluto_y,Pluto_z
11,1.271,-0.006568,-0.004379,0.0001925,0.2851,0.1254,-0.01595,-0.5845,-0.4327,0.02766,0.9299,-0.3768,0.0002081,1.004,1.054,-0.002422,1.942,4.648,-0.06272,9.344,-2.435,-0.3297,11.49,15.83,-0.09011,29.87,-1.026,-0.6672,17.88,-30.13,-1.949
12,1.298,-0.006562,-0.004384,0.0001924,0.2628,0.1511,-0.01181,-0.5716,-0.4484,0.0267,0.9354,-0.3606,0.0002071,0.9943,1.064,-0.001959,1.934,4.652,-0.06258,9.345,-2.429,-0.3298,11.49,15.84,-0.09006,29.87,-1.022,-0.6672,17.89,-30.13,-1.95
13,1.326,-0.006555,-0.004389,0.0001923,0.2371,0.1747,-0.007522,-0.558,-0.4636,0.02571,0.9406,-0.3443,0.0002061,0.9844,1.075,-0.001495,1.927,4.655,-0.06243,9.346,-2.424,-0.33,11.49,15.84,-0.09001,29.87,-1.019,-0.6673,17.89,-30.12,-1.951
14,1.353,-0.006549,-0.004394,0.0001922,0.2079,0.1958,-0.00312,-0.5439,-0.4784,0.02469,0.9454,-0.3279,0.000205,0.9743,1.085,-0.001031,1.92,4.658,-0.06229,9.348,-2.418,-0.3301,11.48,15.84,-0.08996,29.87,-1.016,-0.6674,17.89,-30.12,-1.952
15,1.38,-0.006542,-0.004399,0.0001921,0.1753,0.2137,0.001333,-0.5292,-0.4926,0.02365,0.9498,-0.3113,0.000204,0.9642,1.096,-0.0005672,1.913,4.661,-0.06214,9.349,-2.413,-0.3303,11.48,15.84,-0.08991,29.87,-1.013,-0.6674,17.89,-30.12,-1.953
16,1.407,-0.006536,-0.004403,0.000192,0.1395,0.2277,0.005764,-0.5139,-0.5063,0.02258,0.9538,-0.2946,0.0002029,0.9539,1.106,-0.0001031,1.906,4.664,-0.062,9.35,-2.408,-0.3304,11.48,15.84,-0.08986,29.87,-1.01,-0.6675,17.9,-30.12,-1.954
17,1.434,-0.006529,-0.004408,0.0001919,0.1006,0.2369,0.01008,-0.4981,-0.5194,0.02148,0.9574,-0.2778,0.0002018,0.9435,1.116,0.0003611,1.899,4.668,-0.06185,9.351,-2.402,-0.3305,11.48,15.85,-0.08981,29.87,-1.007,-0.6676,17.9,-30.12,-1.955
18,1.461,-0.006522,-0.004413,0.0001918,0.05934,0.2405,0.01416,-0.4816,-0.5318,0.02036,0.9606,-0.2609,0.0002008,0.9329,1.125,0.0008252,1.892,4.671,-0.0617,9.352,-2.397,-0.3307,11.47,15.85,-0.08976,29.87,-1.003,-0.6676,17.9,-30.12,-1.956
19,1.488,-0.006516,-0.004418,0.0001917,0.01632,0.2376,0.01787,-0.4646,-0.5437,0.01922,0.9634,-0.2439,0.0001997,0.9222,1.135,0.001289,1.885,4.674,-0.06156,9.353,-2.391,-0.3308,11.47,15.85,-0.08971,29.87,-1,-0.6677,17.91,-30.12,-1.956
20,1.515,-0.006509,-0.004423,0.0001916,-0.02738,0.2272,0.02104,-0.447,-0.5548,0.01805,0.9658,-0.2267,0.0001986,0.9114,1.144,0.001753,1.878,4.677,-0.06141,9.354,-2.386,-0.3309,11.47,15.85,-0.08966,29.87,-0.9971,-0.6678,17.91,-30.12,-1.957
21,1.543,-0.006503,-0.004428,0.0001915,-0.0703,0.2087,0.02346,-0.4288,-0.5653,0.01686,0.9677,-0.2095,0.0001975,0.9005,1.154,0.002217,1.871,4.68,-0.06127,9.355,-2.381,-0.3311,11.46,15.86,-0.08961,29.87,-0.994,-0.6678,17.91,-30.12,-1.958
22,1.57,-0.006496,-0.004433,0.0001914,-0.1106,0.1814,0.02492,-0.4101,-0.575,0.01564,0.9692,-0.1921,0.0001965,0.8894,1.163,0.00268,1.864,4.683,-0.06112,9.356,-2.375,-0.3312,11.46,15.86,-0.08956,29.87,-0.9908,-0.6679,17.91,-30.12,-1.959
23,1.597,-0.00649,-0.004437,0.0001913,-0.1458,0.1453,0.02521,-0.3908,-0.5839,0.01441,0.9702,-0.1747,0.0001954,0.8782,1.172,0.003143,1.856,4.686,-0.06097,9.357,-2.37,-0.3313,11.46,15.86,-0.08951,29.87,-0.9877,-0.668,17.92,-30.11,-1.96
24,1.624,-0.006483,-0.004442,0.0001912,-0.1735,0.1012,0.02414,-0.3709,-0.592,0.01315,0.9707,-0.1572,0.0001943,0.8669,1.181,0.003606,1.849,4.689,-0.06083,9.358,-2.364,-0.3315,11.45,15.86,-0.08946,29.87,-0.9845,-0.668,17.92,-30.11,-1.961
25,1.651,-0.006477,-0.004447,0.0001911,-0.191,0.05066,0.02162,-0.3506,-0.5992,0.01188,0.9707,-0.1396,0.0001932,0.8554,1.189,0.004068,1.842,4.692,-0.06068,9.359,-2.359,-0.3316,11.45,15.86,-0.08941,29.87,-0.9814,-0.6681,17.92,-30.11,-1.962
26,1.678,-0.00647,-0.004452,0.000191,-0.196,-0.003516,0.01765,-0.3297,-0.6056,0.01058,0.9702,-0.1219,0.0001921,0.8438,1.198,0.004529,1.835,4.695,-0.06053,9.36,-2.354,-0.3318,11.45,15.87,-0.08936,29.87,-0.9782,-0.6682,17.93,-30.11,-1.963
27,1.705,-0.006463,-0.004457,0.0001909,-0.1874,-0.05773,0.01244,-0.3083,-0.6109,0.009275,0.9692,-0.1042,0.000191,0.8321,1.206,0.00499,1.828,4.698,-0.06038,9.361,-2.348,-0.3319,11.44,15.87,-0.08931,29.87,-0.975,-0.6682,17.93,-30.11,-1.964
28,1.733,-0.006457,-0.004461,0.0001908,-0.1654,-0.108,0.006308,-0.2864,-0.6153,0.007952,0.9677,-0.08643,0.0001899,0.8202,1.214,0.00545,1.821,4.701,-0.06024,9.362,-2.343,-0.332,11.44,15.87,-0.08926,29.87,-0.9719,-0.6683,17.93,-30.11,-1.965
29,1.76,-0.00645,-0.004466,0.0001907,-0.1313,-0.1504,-0.0002807,-0.264,-0.6187,0.006616,0.9657,-0.06861,0.0001888,0.8082,1.222,0.005909,1.814,4.704,-0.06009,9.363,-2.337,-0.3322,11.44,15.87,-0.08921,29.87,-0.9687,-0.6684,17.93,-30.11,-1.966
30,1.787,-0.006444,-0.004471,0.0001906,-0.08815,-0.1822,-0.006838,-0.2412,-0.621,0.005268,0.9631,-0.05075,0.0001878,0.7961,1.23,0.006367,1.806,4.707,-0.05994,9.364,-2.332,-0.3323,11.43,15.87,-0.08916,29.87,-0.9656,-0.6684,17.94,-30.11,-1.966
31,1.814,-0.006437,-0.004476,0.0001905,-0.03916,-0.2014,-0.0129,-0.2179,-0.6221,0.00391,0.9599,-0.03286,0.0001867,0.7838,1.237,0.006825,1.799,4.71,-0.05979,9.365,-2.327,-0.3324,11.43,15.88,-0.08911,29.87,-0.9624,-0.6685,17.94,-30.11,-1.967
32,1.841,-0.00643,-0.00448,0.0001904,0.01206,-0.2074,-0.01809,-0.1942,-0.622,0.002546,0.9561,-0.01496,0.0001856,0.7714,1.244,0.007281,1.792,4.713,-0.05964,9.366,-2.321,-0.3326,11.43,15.88,-0.08907,29.87,-0.9593,-0.6686,17.94,-30.11,-1.968
33,1.868,-0.006424,-0.004485,0.0001904,0.06213,-0.2005,-0.02212,-0.1702,-0.6207,0.001176,0.9518,0.002949,0.0001845,0.7589,1.251,0.007736,1.785,4.716,-0.05949,9.367,-2.316,-0.3327,11.42,15.88,-0.08902,29.87,-0.9561,-0.6686,17.94,-30.11,-1.969
34,1.895,-0.006417,-0.00449,0.0001903,0.108,-0.1816,-0.02478,-0.1458,-0.618,-0.0001953,0.9469,0.02085,0.0001834,0.7462,1.258,0.008189,1.778,4.719,-0.05934,9.368,-2.31,-0.3328,11.42,15.88,-0.08897,29.87,-0.9529,-0.6687,17.95,-30.1,-1.97
35,1.922,-0.006411,-0.004495,0.0001902,0.1472,-0.1523,-0.02598,-0.121,-0.6139,-0.001566,0.9413,0.03874,0.0001824,0.7334,1.265,0.008641,1.77,4.722,-0.05919,9.369,-2.305,-0.333,11.42,15.88,-0.08892,29.87,-0.9498,-0.6688,17.95,-30.1,-1.971
36,1.95,-0.006404,-0.004499,0.0001901,0.1776,-0.1145,-0.02568,-0.09603,-0.6084,-0.002932,0.9351,0.0566,0.0001813,0.7205,1.271,0.009092,1.763,4.724,-0.05904,9.37,-2.299,-0.3331,11.41,15.89,-0.08887,29.87,-0.9466,-0.6688,17.95,-30.1,-1.972
37,1.977,-0.006397,-0.004504,0.00019,0.1974,-0.07038,-0.02388,-0.0708,-0.6013,-0.004291,0.9282,0.07442,0.0001802,0.7074,1.277,0.009541,1.756,4.727,-0.05889,9.371,-2.294,-0.3332,11.41,15.89,-0.08882,29.87,-0.9435,-0.6689,17.96,-30.1,-1.973
38,2.004,-0.006391,-0.004509,0.0001899,0.2052,-0.0224,-0.02068,-0.0454,-0.5927,-0.005637,0.9207,0.09218,0.0001792,0.6942,1.283,0.009988,1.749,4.73,-0.05874,9.372,-2.289,-0.3334,11.41,15.89,-0.08877,29.87,-0.9403,-0.669,17.96,-30.1,-1.974
39,2.031,-0.006384,-0.004513,0.0001898,0.2,0.02665,-0.01619,-0.01989,-0.5822,-0.006966,0.9125,0.1099,0.0001781,0.6808,1.289,0.01043,1.741,4.733,-0.05859,9.373,-2.283,-0.3335,11.4,15.89,-0.08872,29.87,-0.9372,-0.669,17.96,-30.1,-1.975
40,2.058,-0.006377,-0.004518,0.0001897,0.1813,0.07361,-0.01064,0.005671,-0.57,-0.008272,0.9036,0.1275,0.0001771,0.6674,1.294,0.01088,1.734,4.736,-0.05844,9.374,-2.278,-0.3336,11.4,15.9,-0.08867,29.87,-0.934,-0.6691,17.96,-30.1,-1.975
41,2.085,-0.006371,-0.004523,0.0001896,0.149,0.1148,-0.004305,0.03119,-0.5559,-0.00955,0.894,0.145,0.000176,0.6538,1.299,0.01132,1.727,4.738,-0.05829,9.375,-2.272,-0.3338,11.4,15.9,-0.08862,29.87,-0.9309,-0.6692,17.97,-30.1,-1.976
42,2.112,-0.006364,-0.004528,0.0001895,0.104,0.1462,0.002385,0.05656,-0.5397,-0.01079,0.8836,0.1623,0.000175,0.64,1.304,0.01176,1.72,4.741,-0.05814,9.376,-2.267,-0.3339,11.39,15.9,-0.08857,29.87,-0.9277,-0.6692,17.97,-30.1,-1.977
43,2.139,-0.006357,-0.004532,0.0001894,0.0485,0.163,0.008846,0.08168,-0.5214,-0.01199,0.8725,0.1796,0.000174,0.6262,1.309,0.01219,1.712,4.744,-0.05799,9.377,-2.261,-0.334,11.39,15.9,-0.08852,29.87,-0.9245,-0.6693,17.97,-30.1,-1.978
44,2.167,-0.006351,-0.004537,0.0001893,-0.01308,0.1604,0.01428,0.1064,-0.5008,-0.01313,0.8606,0.1966,0.000173,0.6122,1.313,0.01263,1.705,4.746,-0.05783,9.378,-2.256,-0.3341,11.39,15.9,-0.08847,29.87,-0.9214,-0.6694,17.98,-30.1,-1.979
45,2.194,-0.006344,-0.004541,0.0001892,-0.07342,0.1347,0.01772,0.1306,-0.4778,-0.01421,0.8479,0.2135,0.000172,0.5981,1.317,0.01306,1.698,4.749,-0.05768,9.379,-2.251,-0.3343,11.38,15.91,-0.08842,29.87,-0.9182,-0.6694,17.98,-30.09,-1.98
46,2.221,-0.006337,-0.004546,0.0001891,-0.122,0.08532,0.01814,0.154,-0.4522,-0.01521,0.8344,0.2302,0.0001711,0.5838,1.321,0.01349,1.69,4.751,-0.05753,9.379,-2.245,-0.3344,11.38,15.91,-0.08837,29.87,-0.9151,-0.6695,17.98,-30.09,-1.981
47,2.248,-0.00633,-0.004551,0.000189,-0.147,0.01814,0.01495,0.1765,-0.4238,-0.01612,0.8201,0.2467,0.0001701,0.5694,1.324,0.01391,1.683,4.754,-0.05738,9.38,-2.24,-0.3345,11.38,15.91,-0.08832,29.87,-0.9119,-0.6696,17.98,-30.09,-1.982
48,2.275,-0.006324,-0.004555,0.0001889,-0.1409,-0.05393,0.0085,0.1976,-0.3926,-0.01691,0.8049,0.2628,0.0001692,0.5549,1.328,0.01434,1.676,4.757,-0.05722,9.381,-2.234,-0.3347,11.38,15.91,-0.08827,29.87,-0.9088,-0.6696,17.99,-30.09,-1.983
49,2.302,-0.006317,-0.00456,0.0001888,-0.1048,-0.1151,0.0001879,0.2171,-0.3582,-0.01756,0.7888,0.2787,0.0001683,0.5403,1.33,0.01476,1.668,4.759,-0.05707,9.382,-2.229,-0.3348,11.37,15.91,-0.08822,29.87,-0.9056,-0.6697,17.99,-30.09,-1.984
50,2.329,-0.00631,-0.004565,0.0001887,-0.04809,-0.1536,-0.008156,0.2345,-0.3205,-0.01805,0.7719,0.2943,0.0001674,0.5255,1.333,0.01517,1.661,4.762,-0.05692,9.383,-2.223,-0.3349,11.37,15.92,-0.08817,29.87,-0.9024,-0.6698,17.99,-30.09,-1.984
51,2.357,-0.006304,-0.004569,0.0001886,0.01653,-0.1648,-0.015,0.2493,-0.2793,-0.01833,0.754,0.3095,0.0001666,0.5107,1.335,0.01559,1.654,4.764,-0.05676,9.384,-2.218,-0.3351,11.37,15.92,-0.08812,29.87,-0.8993,-0.6698,17.99,-30.09,-1.985
52,2.384,-0.006297,-0.004574,0.0001884,0.07767,-0.1501,-0.01941,0.2606,-0.2345,-0.01837,0.7351,0.3243,0.0001657,0.4956,1.337,0.016,1.646,4.767,-0.05661,9.385,-2.213,-0.3352,11.36,15.92,-0.08807,29.87,-0.8961,-0.6699,18,-30.09,-1.986
53,2.411,-0.00629,-0.004578,0.0001883,0.1267,-0.1142,-0.02098,0.2676,-0.186,-0.01811,0.7152,0.3387,0.0001649,0.4805,1.339,0.0164,1.639,4.769,-0.05645,9.386,-2.207,-0.3353,11.36,15.92,-0.08802,29.87,-0.893,-0.67,18,-30.09,-1.987
54,2.438,-0.006283,-0.004583,0.0001882,0.1578,-0.06342,-0.01967,0.2691,-0.1338,-0.01748,0.6944,0.3526,0.0001642,0.4653,1.34,0.0168,1.632,4.771,-0.0563,9.386,-2.202,-0.3354,11.36,15.92,-0.08797,29.87,-0.8898,-0.67,18,-30.09,-1.988
55,2.465,-0.006277,-0.004587,0.0001881,0.1669,-0.004745,-0.01571,0.2635,-0.07843,-0.01639,0.6725,0.366,0.0001634,0.4499,1.341,0.0172,1.624,4.774,-0.05614,9.387,-2.196,-0.3356,11.35,15.93,-0.08792,29.87,-0.8867,-0.6701,18.01,-30.09,-1.989
56,2.492,-0.00627,-0.004592,0.000188,0.152,0.05386,-0.009551,0.2488,-0.02063,-0.01475,0.6495,0.3788,0.0001627,0.4344,1.342,0.01759,1.617,4.776,-0.05599,9.388,-2.191,-0.3357,11.35,15.93,-0.08787,29.87,-0.8835,-0.6702,18.01,-30.08,-1.99
57,2.519,-0.006263,-0.004597,0.0001879,0.113,0.1034,-0.001932,0.2229,0.03775,-0.01245,0.6254,0.3909,0.0001621,0.4188,1.342,0.01798,1.609,4.778,-0.05583,9.389,-2.185,-0.3358,11.35,15.93,-0.08782,29.87,-0.8803,-0.6702,18.01,-30.08,-1.991
58,2.546,-0.006256,-0.004601,0.0001878,0.05306,0.1333,0.00602,0.1836,0.09348,-0.009419,0.6001,0.4023,0.0001615,0.4031,1.342,0.01837,1.602,4.781,-0.05567,9.39,-2.18,-0.336,11.34,15.93,-0.08777,29.87,-0.8772,-0.6703,18.01,-30.08,-1.992
59,2.574,-0.006249,-0.004606,0.0001877,-0.01942,0.1327,0.01262,0.1298,0.1415,-0.005655,0.5737,0.4129,0.0001609,0.3873,1.342,0.01874,1.595,4.783,-0.05552,9.391,-2.174,-0.3361,11.34,15.93,-0.08772,29.87,-0.874,-0.6704,18.02,-30.08,-1.993
60,2.601,-0.006242,-0.00461,0.0001876,-0.0873,0.09355,0.01564,0.06325,0.1756,-0.001348,0.5461,0.4226,0.0001604,0.3714,1.341,0.01912,1.587,4.785,-0.05536,9.391,-2.169,-0.3362,11.34,15.94,-0.08767,29.87,-0.8709,-0.6704,18.02,-30.08,-1.993
61,2.628,-0.006236,-0.004615,0.0001875,-0.1258,0.02031,0.01319,-0.01054,0.1906,0.003117,0.5172,0.4314,0.00016,0.3554,1.34,0.01949,1.58,4.787,-0.0552,9.392,-2.163,-0.3363,11.33,15.94,-0.08762,29.87,-0.8677,-0.6705,18.02,-30.08,-1.994
62,2.655,-0.006229,-0.004619,0.0001874,-0.1162,-0.06263,0.005537,-0.084,0.1856,0.007287,0.487,0.4391,0.0001596,0.3392,1.338,0.01985,1.572,4.79,-0.05504,9.393,-2.158,-0.3365,11.33,15.94,-0.08757,29.87,-0.8646,-0.6706,18.02,-30.08,-1.995
63,2.682,-0.006222,-0.004623,0.0001873,-0.06333,-0.1234,-0.004277,-0.1507,0.1634,0.01083,0.4555,0.4456,0.0001593,0.323,1.336,0.02021,1.565,4.792,-0.05489,9.394,-2.153,-0.3366,11.33,15.94,-0.08752,29.87,-0.8614,-0.6706,18.03,-30.08,-1.996
64,2.709,-0.006215,-0.004628,0.0001872,0.009596,-0.1444,-0.01268,-0.207,0.1289,0.01361,0.4226,0.4507,0.0001591,0.3066,1.334,0.02056,1.557,4.794,-0.05473,9.395,-2.147,-0.3367,11.32,15.95,-0.08747,29.87,-0.8582,-0.6707,18.03,-30.08,-1.997
65,2.736,-0.006208,-0.004632,0.0001871,0.07872,-0.1261,-0.01753,-0.252,0.08671,0.01562,0.3883,0.4544,0.000159,0.2902,1.331,0.0209,1.55,4.796,-0.05457,9.395,-2.142,-0.3368,11.32,15.95,-0.08742,29.87,-0.8551,-0.6708,18.03,-30.08,-1.998
66,2.763,-0.006201,-0.004637,0.000187,0.1276,-0.07833,-0.01811,-0.2859,0.0403,0.01694,0.3525,0.4563,0.000159,0.2737,1.328,0.02124,1.542,4.798,-0.05441,9.396,-2.136,-0.337,11.32,15.95,-0.08737,29.87,-0.8519,-0.6708,18.04,-30.08,-1.999
67,2.791,-0.006194,-0.004641,0.0001869,0.1467,-0.01405,-0.01461,-0.3098,-0.00779,0.01766,0.3153,0.4564,0.0001591,0.2571,1.324,0.02157,1.535,4.8,-0.05425,9.397,-2.131,-0.3371,11.31,15.95,-0.08732,29.87,-0.8488,-0.6709,18.04,-30.07,-2
68,2.818,-0.006187,-0.004645,0.0001868,0.1314,0.05221,-0.00779,-0.3248,-0.05583,0.01787,0.2766,0.4543,0.0001593,0.2403,1.32,0.02189,1.527,4.802,-0.05409,9.398,-2.125,-0.3372,11.31,15.95,-0.08727,29.87,-0.8456,-0.671,18.04,-30.07,-2.001
69,2.845,-0.006181,-0.004649,0.0001866,0.08195,0.1039,0.0009704,-0.3318,-0.1026,0.01763,0.2363,0.4497,0.0001597,0.2235,1.315,0.02221,1.52,4.804,-0.05393,9.398,-2.12,-0.3373,11.31,15.96,-0.08722,29.87,-0.8425,-0.671,18.04,-30.07,-2.002
70,2.872,-0.006174,-0.004654,0.0001865,0.006388,0.1219,0.009377,-0.3319,-0.1473,0.01702,0.1946,0.4423,0.0001603,0.2067,1.31,0.02252,1.512,4.806,-0.05377,9.399,-2.114,-0.3375,11.3,15.96,-0.08717,29.87,-0.8393,-0.6711,18.05,-30.07,-2.002
71,2.899,-0.006167,-0.004658,0.0001864,-0.07255,0.08929,0.01395,-0.3257,-0.1894,0.01609,0.1514,0.4317,0.000161,0.1897,1.305,0.02282,1.505,4.808,-0.05361,9.4,-2.109,-0.3376,11.3,15.96,-0.08712,29.87,-0.8361,-0.6712,18.05,-30.07,-2.003
72,2.926,-0.00616,-0.004662,0.0001863,-0.1152,0.008541,0.01127,-0.3141,-0.2283,0.01489,0.1068,0.4173,0.0001619,0.1727,1.299,0.02311,1.497,4.81,-0.05345,9.4,-2.103,-0.3377,11.3,15.96,-0.08707,29.87,-0.833,-0.6712,18.05,-30.07,-2.004
73,2.953,-0.006153,-0.004667,0.0001862,-0.09227,-0.07987,0.001939,-0.2977,-0.2636,0.01345,0.06112,0.3985,0.0001632,0.1556,1.292,0.0234,1.49,4.811,-0.05328,9.401,-2.098,-0.3378,11.29,15.96,-0.08702,29.87,-0.8298,-0.6713,18.06,-30.07,-2.005
74,2.981,-0.006146,-0.004671,0.0001861,-0.02073,-0.1279,-0.008543,-0.2769,-0.2952,0.01182,0.01456,0.3744,0.0001647,0.1384,1.285,0.02367,1.482,4.813,-0.05312,9.402,-2.092,-0.338,11.29,15.97,-0.08697,29.87,-0.8267,-0.6714,18.06,-30.07,-2.006
75,3.008,-0.006139,-0.004675,0.000186,0.05881,-0.1212,-0.0153,-0.2523,-0.3226,0.01003,-0.03231,0.3443,0.0001665,0.1212,1.278,0.02394,1.474,4.815,-0.05296,9.402,-2.087,-0.3381,11.29,15.97,-0.08692,29.87,-0.8235,-0.6714,18.06,-30.07,-2.007
76,3.035,-0.006133,-0.004679,0.0001859,0.1156,-0.07218,-0.0165,-0.2244,-0.3457,0.008095,-0.07859,0.3068,0.0001688,0.104,1.27,0.02419,1.467,4.817,-0.0528,9.403,-2.081,-0.3382,11.28,15.97,-0.08687,29.87,-0.8204,-0.6715,18.06,-30.07,-2.008
77,3.062,-0.006126,-0.004683,0.0001858,0.1334,-0.001194,-0.01233,-0.1934,-0.3641,0.006056,-0.1228,0.2607,0.0001715,0.08664,1.261,0.02443,1.459,4.818,-0.05263,9.404,-2.076,-0.3383,11.28,15.97,-0.08682,29.87,-0.8172,-0.6716,18.07,-30.06,-2.009
78,3.089,-0.006119,-0.004688,0.0001857,0.1058,0.06833,-0.00411,-0.1599,-0.3776,0.003938,-0.1625,0.2048,0.0001748,0.06928,1.252,0.02467,1.452,4.82,-0.05247,9.404,-2.07,-0.3384,11.28,15.97,-0.08677,29.87,-0.814,-0.6716,18.07,-30.06,-2.01
79,3.116,-0.006112,-0.004692,0.0001856,0.03659,0.1094,0.005596,-0.1243,-0.3859,0.001767,-0.1941,0.1382,0.0001786,0.05189,1.242,0.02489,1.444,4.822,-0.05231,9.405,-2.065,-0.3386,11.27,15.98,-0.08672,29.87,-0.8109,-0.6717,18.07,-30.06,-2.011
80,3.143,-0.006105,-0.004696,0.0001855,-0.05146,0.09352,0.01237,-0.08689,-0.3887,-0.0004266,-0.2124,0.06186,0.0001829,0.03447,1.232,0.0251,1.436,4.823,-0.05214,9.406,-2.059,-0.3387,11.27,15.98,-0.08667,29.87,-0.8077,-0.6718,18.07,-30.06,-2.011
81,3.17,-0.006098,-0.0047,0.0001854,-0.106,0.01268,0.01077,-0.04828,-0.3855,-0.00261,-0.212,-0.02026,0.0001874,0.01703,1.221,0.0253,1.429,4.825,-0.05198,9.406,-2.054,-0.3388,11.27,15.98,-0.08662,29.87,-0.8046,-0.6718,18.08,-30.06,-2.012
82,3.198,-0.006091,-0.004704,0.0001853,-0.08,-0.08161,0.0006794,-0.008966,-0.3759,-0.004747,-0.19,-0.1006,0.0001917,-0.0004208,1.209,0.02549,1.421,4.826,-0.05181,9.407,-2.048,-0.3389,11.26,15.98,-0.08657,29.87,-0.8014,-0.6719,18.08,-30.06,-2.013
83,3.225,-0.006085,-0.004708,0.0001852,0.001504,-0.1221,-0.0101,0.03038,-0.3594,-0.00679,-0.1488,-0.1711,0.0001953,-0.01788,1.197,0.02566,1.413,4.828,-0.05165,9.407,-2.043,-0.339,11.26,15.98,-0.08652,29.87,-0.7983,-0.672,18.08,-30.06,-2.014
84,3.252,-0.006078,-0.004713,0.0001851,0.08106,-0.09693,-0.01534,0.06894,-0.3354,-0.008685,-0.09464,-0.2269,0.0001981,-0.03532,1.184,0.02582,1.406,4.829,-0.05148,9.408,-2.037,-0.3392,11.26,15.99,-0.08647,29.87,-0.7951,-0.672,18.09,-30.06,-2.015
85,3.279,-0.006071,-0.004717,0.000185,0.122,-0.02951,-0.01359,0.1056,-0.3032,-0.01036,-0.03405,-0.2671,0.0001999,-0.05275,1.171,0.02596,1.398,4.831,-0.05132,9.409,-2.032,-0.3393,11.25,15.99,-0.08642,29.87,-0.7919,-0.6721,18.09,-30.06,-2.016
